input_id,category,text,seed,base_label,base_confidence,base_positive_score,token_1,token_2,token_3,token_4,token_5,token_6,token_7,token_8,token_9,token_10,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,weight_7,weight_8,weight_9,weight_10,lime_score,duration_ms
24,strong_baselines,This is awful and I regret buying it.,123,negative,0.999652,0.000348,regret,awful,it,and,buying,This,I,is,,,-0.337195,-0.320761,-0.047828,-0.034353,-0.023384,-0.016847,0.015704,-0.005998,0.0,0.0,0.527076,8401
24,strong_baselines,This is awful and I regret buying it.,456,negative,0.999652,0.000348,regret,awful,This,it,and,I,is,buying,,,-0.383785,-0.310391,-0.030704,0.021039,-0.010741,-0.01044,0.005252,-0.000877,0.0,0.0,0.551466,8639
24,strong_baselines,This is awful and I regret buying it.,789,negative,0.999652,0.000348,regret,awful,This,I,buying,it,and,is,,,-0.301218,-0.296756,-0.064141,-0.041219,-0.039645,-0.02144,-0.013276,-0.011546,0.0,0.0,0.507341,8328
24,strong_baselines,This is awful and I regret buying it.,1024,negative,0.999652,0.000348,regret,awful,I,it,buying,and,This,is,,,-0.352453,-0.31399,-0.048934,-0.040218,0.040195,-0.031647,-0.028936,-0.015774,0.0,0.0,0.569263,10409
25,strong_baselines,The quality exceeded all my expectations and I am thrilled.,42,positive,0.99988,0.99988,thrilled,and,exceeded,my,expectations,The,I,quality,all,am,0.018258,0.015241,0.014023,0.013432,-0.012897,0.011389,0.0095,0.009138,0.004851,-0.001525,0.123205,8702
25,strong_baselines,The quality exceeded all my expectations and I am thrilled.,123,positive,0.99988,0.99988,thrilled,my,all,exceeded,The,I,expectations,and,am,quality,0.026696,0.020562,0.017719,0.016801,0.01642,0.016063,-0.014224,0.008196,-0.006073,0.001038,0.111329,8837
25,strong_baselines,The quality exceeded all my expectations and I am thrilled.,456,positive,0.99988,0.99988,thrilled,all,exceeded,expectations,my,The,and,am,I,quality,0.029524,0.0249,0.022066,-0.020233,0.019365,0.013442,0.012846,-0.00911,0.007007,-0.00616,0.134555,8206
25,strong_baselines,The quality exceeded all my expectations and I am thrilled.,789,positive,0.99988,0.99988,thrilled,and,exceeded,my,all,quality,expectations,The,am,I,0.014569,0.010737,0.010571,0.010362,0.007483,0.006205,-0.005085,0.003499,-0.002273,-0.001682,0.070656,8318
25,strong_baselines,The quality exceeded all my expectations and I am thrilled.,1024,positive,0.99988,0.99988,thrilled,my,all,exceeded,expectations,quality,and,I,The,am,0.015711,0.00992,0.009707,0.009198,-0.008648,0.008401,0.004744,-0.001495,0.001481,0.000902,0.082402,8261
26,edge_cases,good good good good good,42,positive,0.999838,0.999838,good,,,,,,,,,,0.021029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160108,7440
26,edge_cases,good good good good good,123,positive,0.999838,0.999838,good,,,,,,,,,,0.021029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160108,7568
26,edge_cases,good good good good good,456,positive,0.999838,0.999838,good,,,,,,,,,,0.021029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160108,7672
26,edge_cases,good good good good good,789,positive,0.999838,0.999838,good,,,,,,,,,,0.021029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160108,7613
26,edge_cases,good good good good good,1024,positive,0.999838,0.999838,good,,,,,,,,,,0.021029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160108,7396
27,edge_cases,The the the the movie was great.,42,positive,0.999862,0.999862,great,the,was,The,movie,,,,,,0.337764,-0.179378,-0.169075,-0.087975,0.062914,0.0,0.0,0.0,0.0,0.0,0.579948,8203
27,edge_cases,The the the the movie was great.,123,positive,0.999862,0.999862,great,was,the,The,movie,,,,,,0.247596,-0.121796,-0.113598,-0.077607,0.010492,0.0,0.0,0.0,0.0,0.0,0.474039,7907
27,edge_cases,The the the the movie was great.,456,positive,0.999862,0.999862,great,the,was,The,movie,,,,,,0.316489,-0.166561,-0.161644,-0.091711,0.027546,0.0,0.0,0.0,0.0,0.0,0.559153,7944
27,edge_cases,The the the the movie was great.,789,positive,0.999862,0.999862,great,was,the,The,movie,,,,,,0.275853,-0.179426,-0.153575,-0.115299,0.062279,0.0,0.0,0.0,0.0,0.0,0.544796,7880
27,edge_cases,The the the the movie was great.,1024,positive,0.999862,0.999862,great,was,the,The,movie,,,,,,0.296731,-0.15029,-0.133529,-0.062373,0.037819,0.0,0.0,0.0,0.0,0.0,0.500459,7943
28,edge_cases,I think that maybe it could possibly be somewhat decent.,42,negative,0.995478,0.004522,could,possibly,maybe,be,think,somewhat,it,that,I,decent,-0.317427,-0.298913,-0.257417,-0.10745,-0.093392,0.081574,-0.029936,-0.022457,0.020676,-0.01145,0.627602,8266
28,edge_cases,I think that maybe it could possibly be somewhat decent.,123,negative,0.995478,0.004522,maybe,could,possibly,be,think,that,it,somewhat,I,decent,-0.325254,-0.298336,-0.239507,-0.12143,-0.07671,-0.060327,-0.054219,0.040254,0.039399,-0.020103,0.643246,8241
28,edge_cases,I think that maybe it could possibly be somewhat decent.,456,negative,0.995478,0.004522,maybe,could,possibly,think,be,that,somewhat,I,it,decent,-0.357658,-0.327479,-0.27602,-0.073084,-0.072711,-0.071453,0.042873,0.015715,-0.012053,5.1e-05,0.65294,8183
28,edge_cases,I think that maybe it could possibly be somewhat decent.,789,negative,0.995478,0.004522,possibly,could,maybe,be,think,somewhat,that,I,it,decent,-0.360546,-0.307624,-0.284547,-0.13362,-0.108392,0.103554,-0.076518,0.030491,0.009788,-0.006351,0.66794,8169
28,edge_cases,I think that maybe it could possibly be somewhat decent.,1024,negative,0.995478,0.004522,maybe,could,possibly,that,somewhat,it,be,think,I,decent,-0.356891,-0.282795,-0.241012,-0.121837,0.101255,-0.093594,-0.070924,-0.066893,0.033206,-0.004838,0.656596,8146
29,edge_cases,Amazing! Horrible! Amazing! Horrible!,42,positive,0.999419,0.999419,Amazing,Horrible,,,,,,,,,0.641662,-0.332922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.992134,8116
29,edge_cases,Amazing! Horrible! Amazing! Horrible!,123,positive,0.999419,0.999419,Amazing,Horrible,,,,,,,,,0.640715,-0.332928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99189,8082
29,edge_cases,Amazing! Horrible! Amazing! Horrible!,456,positive,0.999419,0.999419,Amazing,Horrible,,,,,,,,,0.639694,-0.332886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991462,8180
29,edge_cases,Amazing! Horrible! Amazing! Horrible!,789,positive,0.999419,0.999419,Amazing,Horrible,,,,,,,,,0.639503,-0.332837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991649,8040
29,edge_cases,Amazing! Horrible! Amazing! Horrible!,1024,positive,0.999419,0.999419,Amazing,Horrible,,,,,,,,,0.638935,-0.332748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991527,8177
